ID;INSEE_COM;INSEE_DEP;INSEE_REG;CODE_EPCI;NOM_COM_M;POPULATION;Nb_Ventes;PrixMoyen_M2
COMMUNE_0000000009745239;56009;56;53;245600465;BANGOR;990;17;3007
COMMUNE_0000000009760399;81204;81;76;248100430;PAYRIN AUGMONTEL;2180;14;1279
COMMUNE_0000000009739095;88333;88;44;200005957;NOSSONCOURT;113;1;453
COMMUNE_0000000009758380;81114;81;76;200040905;LABASTIDE GABAUSSE;502;3;1332
COMMUNE_0000000009753214;17259;17;75;200041523;NEULLES;152;NA;NA
COMMUNE_0000000009728201;62392;62;32;200033579;GUEMAPPE;341;6;1488
COMMUNE_0000000009762984;31432;31;76;200072635;PORTET DE LUCHON;40;NA;NA
COMMUNE_0000000009751851;87117;87;75;248719353;PEYRAT LE CHATEAU;983;25;853
COMMUNE_0000000009746945;39439;39;27;243900420;PORT LESNEY;538;5;1119
COMMUNE_0000000009729178;80536;80;32;200037059;MESNIL BRUNTEL;289;8;1233
COMMUNE_0000000009758471;4194;4;93;200068625;SAINT PIERRE;97;4;1622
COMMUNE_0000000009763404;2B015;2B;94;200015162;AMPRIANI;22;NA;NA
COMMUNE_0000000009754613;38108;38;84;200070431;CHORANCHE;121;2;1459
COMMUNE_0000000009741790;68016;68;44;200066025;BALGAU;966;NA;NA
COMMUNE_0000000009727804;59651;59;32;200042190;WAVRECHAIN SOUS DENAIN;1654;12;1003
COMMUNE_0000000009748943;3283;3;84;200071140;THIEL SUR ACOLIN;1117;6;1003
COMMUNE_0000000009748541;3120;3;84;200071140;GARNAT SUR ENGIEVRE;699;5;1178
COMMUNE_0000000009761916;11087;11;76;200035707;CAZALRENOUX;89;2;1249
COMMUNE_0000000009752968;73161;73;84;200040798;MONTAGNY;662;3;2571
COMMUNE_0000000009734388;55199;55;44;200066116;FROIDOS;102;2;1072
COMMUNE_0000000009740130;91526;91;11;200017846;ROINVILLIERS;102;NA;NA
COMMUNE_0000000009751518;42209;42;84;200065894;SAINTE COLOMBE SUR GAND;418;3;981
COMMUNE_0000000009749275;74295;74;84;247400682;VERNAZ;337;3;1808
COMMUNE_0000000009759771;32379;32;76;200034726;SAINT GERMIER;213;2;2926
COMMUNE_0000000009738080;50253;50;28;200069425;HUISNES SUR MER;191;4;1324
COMMUNE_0000000009749191;36214;36;24;243600350;SAZERAY;305;4;897
COMMUNE_0000000009746890;49231;49;52;200071678;NUAILLE;1489;18;1615
COMMUNE_0000000009749706;17091;17;75;200041499;CHARRON;1981;33;1844
COMMUNE_0000000009748895;71549;71;27;200069698;TRUCHERE;223;NA;NA
COMMUNE_0000000009732854;54051;54;44;200070845;BATILLY;1261;7;1940
COMMUNE_0000000009737046;78366;78;11;247800618;MAREIL LE GUYON;371;6;2450
COMMUNE_0000000009734536;95039;95;11;249500430;AUVERS SUR OISE;6955;111;3589
COMMUNE_0000000009755991;12118;12;76;200067171;LACROIX BARREZ;502;1;417
COMMUNE_0000000009745123;58033;58;27;200067130;BITRY;307;5;877
COMMUNE_0000000009739690;10169;10;44;200006716;GUMERY;244;NA;NA
COMMUNE_0000000009731980;8425;8;44;240800920;SOMMERANCE;38;NA;NA
COMMUNE_0000000009740145;28183;28;24;200070159;GOMMERVILLE;680;7;1941
COMMUNE_0000000009728530;80043;80;32;248000747;AUTHIE;297;5;1170
COMMUNE_0000000009734593;27611;27;28;200071454;SAINT VIGOR;326;NA;NA
COMMUNE_0000000009740258;35178;35;53;243500774;MEZIERES SUR COUESNON;1715;28;1513
COMMUNE_0000000009748256;25131;25;27;200069565;CHATELBLANC;125;1;1701
COMMUNE_0000000009757946;30232;30;76;200034692;SAINT ANDRE D OLERARGUES;429;3;2066
COMMUNE_0000000009747512;18113;18;24;200007177;IGNOL;180;1;718
COMMUNE_0000000009745063;21705;21;27;200039063;VILLOTTE SAINT SEINE;74;NA;NA
COMMUNE_0000000009762414;31472;31;76;200072635;SAINT BERTRAND DE COMMINGES;247;1;2277
COMMUNE_0000000009749357;71032;71;27;200070308;BERZE LA VILLE;666;8;1959
COMMUNE_0000000009752617;19095;19;75;200066645;LACELLE;134;NA;NA
COMMUNE_0000000009731223;57194;57;44;245700695;ENTRANGE;1247;NA;NA
COMMUNE_0000000009745623;70374;70;27;200041887;MOTEY BESUCHE;108;NA;NA
COMMUNE_0000000009739059;67120;67;44;200034270;EICHHOFFEN;538;NA;NA
COMMUNE_0000000009751618;16375;16;75;200072049;SUAUX;401;4;1206
COMMUNE_0000000009729558;76493;76;28;200069839;PALUEL;445;4;2253
COMMUNE_0000000009735301;57592;57;44;200068146;ROMELFING;357;NA;NA
COMMUNE_0000000009737590;61479;61;28;200068450;TANQUES;156;1;500
COMMUNE_0000000009741573;10359;10;44;200071041;SAINT PHAL;525;8;899
COMMUNE_0000000009744091;68137;68;44;200066033;HINDLINGEN;641;NA;NA
COMMUNE_0000000009761243;31399;31;76;200066819;NOE;2899;18;1899
COMMUNE_0000000009744080;68340;68;44;200066033;UEBERSTRASS;375;NA;NA
COMMUNE_0000000009750265;42215;42;84;200035202;SAINT DENIS DE CABANNE;1263;12;992
COMMUNE_0000000009730052;80134;80;32;200071181;BRASSY;73;NA;NA
COMMUNE_0000000009733298;57428;57;44;200067502;MACHEREN;2781;NA;NA
COMMUNE_0000000009750882;17065;17;75;200041762;BREUIL MAGNE;1657;12;2171
COMMUNE_0000000009730431;76752;76;28;200069847;YERVILLE;2429;31;1569
COMMUNE_0000000009740141;91131;91;11;200017846;CHALOU MOULINEUX;430;7;1842
COMMUNE_0000000009738300;51169;51;44;200034718;CORBEIL;93;1;1167
COMMUNE_0000000009747176;39500;39;27;200071595;SALINS LES BAINS;2652;11;1107
COMMUNE_0000000009758404;82096;82;76;200066322;VILLE DIEU DU TEMPLE;3189;43;1538
COMMUNE_0000000009736951;51319;51;44;200066876;LENHARREE;92;NA;NA
COMMUNE_0000000009762796;11401;11;76;200070365;TUCHAN;774;11;1001
COMMUNE_0000000009763450;2B341;2B;94;242020071;VENACO;712;NA;NA
COMMUNE_0000000009729377;2721;2;32;200040426;SISSY;475;3;1050
COMMUNE_0000000009745971;58235;58;27;200067890;SAINT BRISSON;266;8;1074
COMMUNE_0000000009754761;24159;24;75;200040384;ECHOURGNAC;398;5;1881
COMMUNE_0000000009738407;28172;28;24;200069953;GAS;788;8;1902
COMMUNE_0000000009750863;17361;17;75;200041689;SAINT MARTIAL;119;3;1077
COMMUNE_0000000009739684;10023;10;44;241000488;AVON LA PEZE;196;1;929
COMMUNE_0000000009751411;73094;73;84;200068997;CREST VOLAND;358;NA;NA
COMMUNE_0000000009732524;60056;60;32;246000921;BEAUREPAIRE;67;NA;NA
COMMUNE_0000000009760316;64334;64;75;200067288;LEREN;219;NA;NA
COMMUNE_0000000009747806;85259;85;52;248500621;SAINT PAUL EN PAREDS;1345;11;1315
COMMUNE_0000000009754661;43152;43;84;200073419;POLIGNAC;2816;10;1354
COMMUNE_0000000009753235;33514;33;75;200070720;SOULAC SUR MER;2716;193;2967
COMMUNE_0000000009730392;76295;76;28;200069730;GAILLEFONTAINE;1228;14;1223
COMMUNE_0000000009736841;57564;57;44;200068146;RECHICOURT LE CHATEAU;547;NA;NA
COMMUNE_0000000009760318;40206;40;75;200069417;OEYREGAVE;350;4;2017
COMMUNE_0000000009736687;61030;61;28;200035814;BAZOQUE;263;NA;NA
COMMUNE_0000000009731572;55316;55;44;200066173;MANGIENNES;396;NA;NA
COMMUNE_0000000009748375;36231;36;24;200068872;VELLES;996;5;1206
COMMUNE_0000000009746310;36107;36;24;200040558;LYE;755;1;978
COMMUNE_0000000009731702;60167;60;32;246000749;COULOISY;528;7;1612
COMMUNE_0000000009754593;38177;38;84;243800745;GARDE;98;2;1146
COMMUNE_0000000009729766;60219;60;32;246000848;ESCLES SAINT PIERRE;159;2;1540
COMMUNE_0000000009756355;33051;33;75;243301504;BIGANOS;10470;175;3134
COMMUNE_0000000009753278;38063;38;84;243801073;BURCIN;416;1;1047
COMMUNE_0000000009757452;30130;30;76;200066918;GENOLHAC;844;15;1410
COMMUNE_0000000009750819;87023;87;75;200066512;BUIS;190;4;1203
COMMUNE_0000000009761641;83009;83;93;248300394;BANDOL;8366;135;5546
COMMUNE_0000000009755589;24145;24;75;200070647;CREYSSE;1744;16;1504
COMMUNE_0000000009750025;42317;42;84;200035731;URBISE;133;1;607
COMMUNE_0000000009738091;35132;35;53;243500782;HIREL;1380;23;1714
COMMUNE_0000000009727503;62762;62;32;200069235;SAINT MICHEL SOUS BOIS;119;1;1986
COMMUNE_0000000009751480;69168;69;84;200046977;ROCHETAILLEE SUR SAONE;1518;11;3557
COMMUNE_0000000009732541;60120;60;32;246000376;CAMBRONNE LES CLERMONT;1122;13;2099
COMMUNE_0000000009760158;34096;34;76;200071058;FAUGERES;500;5;1306
COMMUNE_0000000009752356;23080;23;75;200066744;FENIERS;94;NA;NA
COMMUNE_0000000009731956;54033;54;44;200070290;AVILLERS;121;1;1452
COMMUNE_0000000009727214;62786;62;32;200018083;SELLES;333;2;1661
COMMUNE_0000000009727322;59124;59;32;200041960;CAMPHIN EN PEVELE;2363;20;2919
COMMUNE_0000000009742958;72350;72;52;247200447;TELOCHE;3021;46;1466
COMMUNE_0000000009734597;27254;27;28;200071454;FONTAINE SOUS JOUY;887;1;2591
COMMUNE_0000000009728830;80733;80;32;248000747;SENLIS LE SEC;297;1;786
COMMUNE_0000000009733603;27061;27;28;200066413;BERTHOUVILLE;304;1;2471
COMMUNE_0000000009747291;18267;18;24;241800507;TROUY;3966;38;1429
COMMUNE_0000000009730507;50643;50;28;200067205;VIRANDEVILLE;797;8;1820
COMMUNE_0000000009733780;57384;57;44;200067502;LANING;594;NA;NA
COMMUNE_0000000009737657;35287;35;53;243500725;SAINT LUNAIRE;2316;64;3746
COMMUNE_0000002200276513;25156;25;27;200068294;PAYS DE CLERVAL;1231;5;1377
COMMUNE_0000000009759534;32229;32;76;200034726;MANSEMPUY;87;NA;NA
COMMUNE_0000000009746253;58047;58;27;200067692;CERVON;649;11;638
COMMUNE_0000000009730466;76317;76;28;247600505;GRAINVILLE YMAUVILLE;442;3;1741
COMMUNE_0000000009751072;23056;23;75;200067510;CHATELUS LE MARCHEIX;328;12;819
COMMUNE_0000000009736196;14174;14;28;200068799;CONDE EN NORMANDIE;6671;3;915
COMMUNE_0000000009747740;18040;18;24;241800424;BUSSY;380;5;1414
COMMUNE_0000000009728559;80502;80;32;200070936;MAISON ROLAND;108;NA;NA
COMMUNE_0000000009731086;76208;76;28;200069730;CUY SAINT FIACRE;664;6;2112
COMMUNE_0000000009759332;32408;32;76;243200409;SALLES D ARMAGNAC;127;NA;NA
COMMUNE_0000000009729609;8254;8;44;200041622;LIART;595;NA;NA
COMMUNE_0000000009747631;39281;39;27;200069623;LATET;80;NA;NA
COMMUNE_0000000009758960;84020;84;93;200040624;BONNIEUX;1369;NA;NA
COMMUNE_0000000009732456;51586;51;44;200067213;UNCHAIR;165;1;2211
COMMUNE_0000000009730337;80541;80;32;200070977;MESNIL SAINT GEORGES;185;1;1392
COMMUNE_0000000009738011;61053;61;28;200068468;BONSMOULINS;247;NA;NA
COMMUNE_0000000009745412;89297;89;27;200039758;PIERRE PERTHUIS;126;1;1456
COMMUNE_0000000009727339;59220;59;32;245900410;FACHES THUMESNIL;17591;277;2221
COMMUNE_0000000009733484;60421;60;32;200066975;MONT L EVEQUE;404;2;2805
COMMUNE_0000000009729058;80183;80;32;200071181;CERISY BULEUX;267;4;1361
COMMUNE_0000000009753006;73226;73;84;247300528;SAINT BERON;1654;10;1769
COMMUNE_0000000009741338;72277;72;52;247200686;SAINT DENIS DES COUDRAIS;118;2;929
COMMUNE_0000000009730410;76119;76;28;200070068;BOSC BERENGER;182;4;1545
COMMUNE_0000000009751304;23228;23;75;200044014;SAINT PARDOUX LE NEUF;188;NA;NA
COMMUNE_0000000009750832;16128;16;75;200072049;EPENEDE;195;1;1163
COMMUNE_0000000009762911;66017;66;76;200027183;BARCARES;5915;75;2672
COMMUNE_0000000009753478;38466;38;84;200018166;SAINT VINCENT DE MERCUZE;1500;6;2061
COMMUNE_0000000009727937;62499;62;32;200069029;LEPINE;266;3;1610
COMMUNE_0000000009748273;39550;39;27;200071116;VERGES;192;NA;NA
COMMUNE_0000000009735022;95598;95;11;200056380;SOISY SOUS MONTMORENCY;18046;245;3715
COMMUNE_0000000009754815;38254;38;84;200040657;MONTEYNARD;492;8;2861
COMMUNE_0000000009731644;2613;2;32;240200576;PONTAVERT;605;6;1680
COMMUNE_0000000009747459;71043;71;27;200040038;BORDES;87;1;659
COMMUNE_0000000009758733;84034;84;93;248400251;CAUMONT SUR DURANCE;4855;NA;NA
COMMUNE_0000000009729617;2265;2;32;240200634;DOHIS;97;2;551
COMMUNE_0000000009735767;67444;67;44;246700959;SCHERLENHEIM;128;NA;NA
COMMUNE_0000000009748776;36084;36;24;200018521;GOURNAY;298;NA;NA
COMMUNE_0000000009738555;22287;22;53;200069409;SAINT DONAN;1448;12;1240
COMMUNE_0000000009734484;77163;77;11;247700065;DOUY LA RAMEE;323;5;2422
COMMUNE_0000000009751998;69275;69;84;200046977;DECINES CHARPIEU;27851;116;2978
COMMUNE_0000000009753895;16052;16;75;200070282;BORS (CANTON DE TUDE ET LAVALETTE);264;1;3118
COMMUNE_0000000009746893;49332;49;52;200071678;SEGUINIERE;4092;43;1651
COMMUNE_0000000009737712;29208;29;53;242900074;PLOURIN;1245;13;1705
COMMUNE_0000000009748332;71542;71;27;200070316;TOULON SUR ARROUX;1584;11;731
COMMUNE_0000000009746473;21371;21;27;200070902;MAILLYS;838;2;1084
COMMUNE_0000000009748261;39129;39;27;200069623;CHAUX DES CROTENAY;406;2;988
COMMUNE_0000000009751450;1019;1;84;200040350;ARMIX;26;NA;NA
COMMUNE_0000000009753839;19143;19;75;241900133;MONTAIGNAC SAINT HIPPOLYTE;576;4;1193
COMMUNE_0000000009752675;16151;16;75;200070514;GENTE;897;8;1247
COMMUNE_0000000009728118;59231;59;32;200043396;FERRIERE LA PETITE;1069;4;1117
COMMUNE_0000002200276490;16192;16;75;200072049;TERRES DE HAUTE CHARENTE;3982;21;921
COMMUNE_0000000009740728;68146;68;44;246800726;HOUSSEN;2165;NA;NA
COMMUNE_0000000009751835;63115;63;84;200071215;COMBRAILLES;217;3;751
COMMUNE_0000000009752769;38296;38;84;200068567;PASSAGE;790;NA;NA
COMMUNE_0000000009731954;54284;54;44;200070290;JOUDREVILLE;1165;9;664
COMMUNE_0000000009747373;85013;85;52;200071918;BAZOGES EN PAILLERS;1393;12;1281
COMMUNE_0000000009736822;57680;57;44;200068146;TROISFONTAINES;1279;NA;NA
COMMUNE_0000000009748950;3122;3;84;200071496;GIPCY;239;4;855
COMMUNE_0000000009736583;78036;78;11;247800618;AUTOUILLET;473;4;2999
COMMUNE_0000000009734404;51572;51;44;200042620;TILLOY ET BELLAY;212;4;1468
COMMUNE_0000000009743240;45173;45;24;244500427;JARGEAU;4577;52;1799
COMMUNE_0000000009730309;60132;60;32;246000756;CATIGNY;191;4;1561
COMMUNE_0000000009730984;2619;2;32;200071769;PREMONTRE;662;5;1176
COMMUNE_0000000009758729;84054;84;93;248400319;ISLE SUR LA SORGUE;19398;2;2450
COMMUNE_0000000009749047;85036;85;52;200073260;BRETONNIERE LA CLAYE;582;15;1297
COMMUNE_0000000009746722;39150;39;27;200010650;CHOISEY;1064;9;1382
COMMUNE_0000000009731546;57508;57;44;245701222;NILVANGE;4758;NA;NA
COMMUNE_0000000009728454;59290;59;32;200043263;HAUT LIEU;394;3;1349
COMMUNE_0000000009732924;51449;51;44;200067213;PRUNAY;1039;16;1983
COMMUNE_0000000009740486;10211;10;44;200069250;MACEY;954;19;1676
COMMUNE_0000000009755266;7064;7;84;200041465;CHEYLARD;2991;16;1177
COMMUNE_0000000009731342;2406;2;32;200071769;LANDRICOURT;140;2;1288
COMMUNE_0000000009741406;35331;35;53;243500550;TALENSAC;2496;27;1747
COMMUNE_0000000009756394;26171;26;84;200040459;MANAS;195;1;3432
COMMUNE_0000000009747909;71118;71;27;247100589;CHATENOY LE ROYAL;6201;37;1619
COMMUNE_0000000009760555;64254;64;75;200039204;HAGETAUBIN;584;NA;NA
COMMUNE_0000000009730444;76055;76;28;247600620;BAONS LE COMTE;355;4;1980
COMMUNE_0000000009749896;79216;79;75;200041317;PRAHECQ;2157;16;1375
COMMUNE_0000000009733789;57015;57;44;200067502;ALTVILLER;586;NA;NA
COMMUNE_0000000009760566;64500;64;75;200039204;SALLES MONGISCARD;316;NA;NA
COMMUNE_0000000009740920;77200;77;11;200023240;GARENTREVILLE;112;2;1667
COMMUNE_0000000009747705;71297;71;27;200070530;MESVRES;761;7;1332
COMMUNE_0000000009733218;14175;14;28;241400555;CONDE SUR SEULLES;297;NA;NA
COMMUNE_0000000009758640;32345;32;76;243200391;ROMIEU;573;3;1856
COMMUNE_0000000009756263;46087;46;76;200035327;DEGAGNAC;656;1;1642
COMMUNE_0000000009741248;89411;89;27;248900664;VALLEES DE LA VANNE;1092;16;1241
COMMUNE_0000000009761077;64431;64;75;200039204;OS MARSILLON;531;2;1740
COMMUNE_0000000009756547;33440;33;75;200043974;SAINT MARTIAL;244;3;1415
COMMUNE_0000000009746977;21424;21;27;242101509;MONTAGNY LES SEURRE;101;NA;NA
COMMUNE_0000000009733438;2220;2;32;200072031;COULONGES COHAN;436;5;902
COMMUNE_0000000009739135;54552;54;44;200035772;VAUDEMONT;64;1;1140
COMMUNE_0000000009748759;3168;3;84;240300558;MEAULNE VITRAY;889;3;1290
COMMUNE_0000000009748622;79025;79;75;200041333;AZAY SUR THOUET;1155;9;805
COMMUNE_0000000009744092;90101;90;27;249000241;VELLESCOT;261;2;1106
COMMUNE_0000000009759538;32255;32;76;243200391;MIRAMONT LATOUR;162;NA;NA
COMMUNE_0000000009761839;64509;64;75;200067106;SAUGUIS SAINT ETIENNE;161;1;1331
COMMUNE_0000000009753015;38292;38;84;243800984;VILLAGES DU LAC DE PALADRU;2463;2;1612
COMMUNE_0000000009747424;39028;39;27;200071595;AUMONT;460;NA;NA
COMMUNE_0000000009738567;22132;22;53;200067981;LOHUEC;262;3;744
COMMUNE_0000000009752271;69199;69;84;200046977;SAINT FONS;18566;46;2268
COMMUNE_0000000009731682;2828;2;32;240200477;VREGNY;91;1;1606
COMMUNE_0000000009728984;80240;80;32;200037059;DOINGT;1431;15;1301
COMMUNE_0000000009762512;11394;11;76;200071926;TOURREILLES;125;1;1515
COMMUNE_0000002200276560;42245;42;84;200065886;VETRE SUR ANZON;549;4;923
COMMUNE_0000000009761218;11284;11;76;200035855;PEYRENS;501;1;1515
COMMUNE_0000000009744061;68034;68;44;200066041;BETTLACH;310;NA;NA
COMMUNE_0000000009760917;11297;11;76;200042463;PRADELLES CABARDES;145;4;733
COMMUNE_0000000009755727;48121;48;76;200069185;PRUNIERES;259;1;375
COMMUNE_0000000009746994;21534;21;27;200006682;RUFFEY LES BEAUNE;696;4;1402
COMMUNE_0000000009750135;79112;79;75;200041317;EPANNES;856;12;1436
COMMUNE_0000000009761546;65298;65;76;200070803;MARQUERIE;78;NA;NA
COMMUNE_0000000009745666;21504;21;27;200039055;PRALON;88;NA;NA
COMMUNE_0000000009760134;34202;34;76;243400017;PIGNAN;6844;12;2423
COMMUNE_0000000009739654;10064;10;44;200040137;BRIENNE LE CHATEAU;2868;18;998
COMMUNE_0000000009744868;41029;41;24;200030385;CANDE SUR BEUVRON;1514;18;1367
COMMUNE_0000000009739936;88526;88;44;200071066;WISEMBACH;403;5;1034
COMMUNE_0000000009729632;2101;2;32;240200469;BOSMONT SUR SERRE;196;2;961
COMMUNE_0000000009761201;11372;11;76;200042463;SALSIGNE;396;2;386
COMMUNE_0000000009737501;78356;78;11;200058782;MAGNY LES HAMEAUX;9258;119;3386
COMMUNE_0000000009748007;79268;79;75;200041416;SAINT LOUP LAMAIRE;978;5;744
COMMUNE_0000000009761288;65452;65;76;200070795;TRIE SUR BAISE;1062;5;1214
COMMUNE_0000000009760064;40007;40;75;244000881;ARGELOS;164;1;1599
COMMUNE_0000000009741112;68338;68;44;246800726;TURCKHEIM;3767;NA;NA
COMMUNE_0000000009732195;27102;27;28;200066405;BOUQUETOT;1080;2;1934
COMMUNE_0000000009755225;38428;38;84;200040657;SAINT MICHEL EN BEAUMONT;31;1;928
COMMUNE_0000000009749217;86131;86;75;200070043;LHOMMAIZE;849;11;970
COMMUNE_0000000009750168;74223;74;84;200034098;RIVIERE ENVERSE;462;5;5146
COMMUNE_0000000009762678;11010;11;76;200071926;ANTUGNAC;271;NA;NA
COMMUNE_0000000009735646;14216;14;28;241400514;DAMBLAINVILLE;237;NA;NA
COMMUNE_0000000009728877;80251;80;32;200070993;DOUDELAINVILLE;333;6;1687
COMMUNE_0000000009753101;63444;63;84;200070407;VARENNES SUR USSON;281;3;2158
COMMUNE_0000000009731362;60438;60;32;246000749;MOULIN SOUS TOUVENT;222;2;1407
COMMUNE_0000000009733360;55557;55;44;245501176;VILLE EN WOEVRE;124;NA;NA
COMMUNE_0000000009742879;89196;89;27;248900524;VALRAVILLON;1751;9;1120
COMMUNE_0000000009738351;77317;77;11;247700701;MORMANT;4797;61;2540
COMMUNE_0000000009759315;32196;32;76;243200417;LARROQUE SAINT SERNIN;168;1;1629
COMMUNE_0000000009743611;41243;41;24;200072072;SELOMMES;816;6;1304
COMMUNE_0000000009737916;77136;77;11;200070779;COURQUETAINE;198;3;2706
COMMUNE_0000000009744033;56011;56;53;243500741;BEGANNE;1399;28;1338
COMMUNE_0000000009755132;46283;46;76;200066371;SAINT MICHEL DE BANNIERES;327;1;380
COMMUNE_0000000009727456;62119;62;32;200072460;BETHUNE;25186;157;1500
COMMUNE_0000000009736640;61252;61;28;200069458;MARDILLY;134;1;3227
COMMUNE_0000000009745999;58228;58;27;200067916;SAINT ANDELAIN;488;5;1761
COMMUNE_0000000009734442;51217;51;44;200066850;DORMANS;2922;40;1624
COMMUNE_0000000009735076;78089;78;11;200071074;BONNIERES SUR SEINE;4591;48;2482
COMMUNE_0000000009748727;71344;71;27;200040293;PASSY;63;1;515
COMMUNE_0000000009759182;84093;84;93;200040442;PUGET;761;NA;NA
COMMUNE_0000000009753685;17096;17;75;200041523;CHAUNAC;85;2;912
COMMUNE_0000000009749762;1203;1;84;200070555;LAIZ;1213;2;2103
COMMUNE_0000000009752548;42335;42;84;200066587;VIRICELLES;464;6;1543
COMMUNE_0000000009763390;66117;66;76;246600464;MONT LOUIS;161;NA;NA
COMMUNE_0000000009756878;7176;7;84;240700302;PLANZOLLES;127;2;1944
COMMUNE_0000000009730508;50238;50;28;200067205;HEAUVILLE;474;5;1531
COMMUNE_0000000009763115;2B145;2B;94;200073252;LORETO DI CASINCA;213;NA;NA
COMMUNE_0000000009761064;64152;64;75;200067296;BUROS;1862;6;2259
COMMUNE_0000000009738098;35284;35;53;243500782;SAINT JOUAN DES GUERETS;2622;30;2711
COMMUNE_0000000009751813;63420;63;84;246301097;SEYCHALLES;768;6;1444
COMMUNE_0000000009732230;14557;14;28;241400415;SAINT ARNOULT;1182;42;3168
COMMUNE_0000000009748778;36200;36;24;200068872;SAINT MARCEL;1585;12;912
COMMUNE_0000000009730877;54011;54;44;200043693;ALLONDRELLE LA MALMAISON;644;2;1093
COMMUNE_0000000009727128;62149;62;32;246201016;BOISDINGHEM;247;3;1337
COMMUNE_0000000009753286;38069;38;84;200059392;CHAMPIER;1390;NA;NA
COMMUNE_0000000009739828;53170;53;52;245300389;OISSEAU;1193;8;1021
COMMUNE_0000000009735883;54019;54;44;200070563;ANSAUVILLE;84;2;822
COMMUNE_0000000009750148;17059;17;75;241700434;BOURGNEUF;1216;16;1972
COMMUNE_0000000009759220;34152;34;76;200022986;MAS DE LONDRES;658;2;2964
COMMUNE_0000000009729921;2666;2;32;240200634;ROZOY SUR SERRE;1006;6;751
COMMUNE_0000000009756913;12305;12;76;200067064;VIVIEZ;1277;1;1141
COMMUNE_0000000009759205;30114;30;76;243000296;FONTANES;687;8;2215
COMMUNE_0000000009744446;25181;25;27;200068294;CUBRIAL;131;NA;NA
COMMUNE_0000000009727389;62254;62;32;200069037;COYECQUES;595;4;1324
COMMUNE_0000000009743988;72098;72;52;200073112;COULONGE;527;4;708
COMMUNE_0000000009747042;58214;58;27;245804406;POUGUES LES EAUX;2405;28;1184
COMMUNE_0000000009750645;17203;17;75;200041614;LANDRAIS;738;8;1480
COMMUNE_0000000009761124;64377;64;75;200067106;MENDIONDE;844;1;2653
COMMUNE_0000000009742669;35235;35;53;200039022;RANNEE;1102;13;1116
COMMUNE_0000000009740064;10129;10;44;241000223;DOSCHES;294;3;1008
COMMUNE_0000000009756711;46303;46;76;244600573;SENAILLAC LAUZES;128;1;1630
COMMUNE_0000000009750399;17373;17;75;241700434;SAINT MEDARD D AUNIS;2232;31;2176
COMMUNE_0000000009749466;79048;79;75;200041994;CRECHE;5576;57;1399
COMMUNE_0000000009758715;4175;4;93;200071025;SAINTE CROIX LAUZE;86;1;2974
COMMUNE_0000000009727273;59087;59;32;200040947;BOESEGHEM;747;5;1549
COMMUNE_0000000009734243;67213;67;44;246700926;HUNSPACH;637;NA;NA
COMMUNE_0000000009752032;42202;42;84;200065894;SAINT BARTHELEMY LESTRA;684;4;1458
COMMUNE_0000000009763073;9311;9;76;200066363;TIGNAC;24;NA;NA
COMMUNE_0000000009752574;63065;63;84;200070761;CEILLOUX;178;1;557
COMMUNE_0000000009746908;44102;44;52;244400438;MONTBERT;3097;41;1942
COMMUNE_0000000009735007;77294;77;11;200055655;MITRY MORY;19911;206;3167
COMMUNE_0000000009752307;42298;42;84;200065886;SAUVAIN;379;5;1011
COMMUNE_0000000009731846;14715;14;28;241400415;TROUVILLE SUR MER;4642;345;4138
COMMUNE_0000000009747581;79102;79;75;247900798;COULONGES THOUARSAIS;430;11;905
COMMUNE_0000000009738617;67470;67;44;246700306;SOLBACH;105;NA;NA
COMMUNE_0000000009760000;32123;32;76;200042372;ESCORNEBOEUF;556;2;1393
COMMUNE_0000000009758947;4230;4;93;200034700;VALENSOLE;3195;37;2164
COMMUNE_0000000009755598;24182;24;75;200070647;FLEIX;1491;21;1234
COMMUNE_0000000009743420;90091;90;27;200069060;SAINT GERMAIN LE CHATELET;645;NA;NA
COMMUNE_0000000009746462;39121;39;27;200010650;CHATENOIS;382;3;1235
COMMUNE_0000000009733277;57633;57;44;200070746;SARREINSMING;1276;NA;NA
COMMUNE_0000000009760369;34136;34;76;243400819;LEZIGNAN LA CEBE;1546;27;1946
COMMUNE_0000000009742704;56051;56;53;200066777;CRUGUEL;646;10;1142
COMMUNE_0000000009761305;65232;65;76;200070803;JACQUE;74;NA;NA
COMMUNE_0000000009728788;2618;2;32;240200493;PREMONT;706;1;545
COMMUNE_0000000009741103;68095;68;44;246800726;FORTSCHWIHR;1148;NA;NA
COMMUNE_0000000009732816;57087;57;44;245701164;BISTEN EN LORRAINE;244;NA;NA
COMMUNE_0000000009762365;9097;9;76;200067940;CLERMONT;114;2;500
COMMUNE_0000000009752110;23077;23;75;200044014;FAUX LA MONTAGNE;413;11;747
COMMUNE_0000000009747495;58178;58;27;200067882;MONTIGNY SUR CANNE;151;3;3105
COMMUNE_0000000009733784;57668;57;44;245700133;TETING SUR NIED;1358;NA;NA
COMMUNE_0000000009734327;57075;57;44;200039907;BEUX;265;NA;NA
COMMUNE_0000000009736566;78242;78;11;247800584;FONTENAY LE FLEURY;13437;139;3307
COMMUNE_0000000009749114;1094;1;84;200071371;CHAVANNES SUR REYSSOUZE;750;5;1628
COMMUNE_0000000009730855;57109;57;44;245700695;BREISTROFF LA GRANDE;694;NA;NA
